sample_fp	plate	well	tile	round
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2147__Channel_AF750,Cy3,DAPI.nd2	1	A3	2147	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2147__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2147	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2148__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2148	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2148__Channel_AF750,Cy3,DAPI.nd2	1	A3	2148	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2148__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2148	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2149__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2149	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2149__Channel_AF750,Cy3,DAPI.nd2	1	A3	2149	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2149__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2149	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2150__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2150	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2150__Channel_AF750,Cy3,DAPI.nd2	1	A3	2150	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2150__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2150	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2151__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2151	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2151__Channel_AF750,Cy3,DAPI.nd2	1	A3	2151	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2151__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2151	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2152__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2152	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2152__Channel_AF750,Cy3,DAPI.nd2	1	A3	2152	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2152__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2152	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2153__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2153	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2153__Channel_AF750,Cy3,DAPI.nd2	1	A3	2153	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2153__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2153	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2154__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2154	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2154__Channel_AF750,Cy3,DAPI.nd2	1	A3	2154	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2154__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2154	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2155__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2155	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2155__Channel_AF750,Cy3,DAPI.nd2	1	A3	2155	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2155__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2155	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2156__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2156	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2156__Channel_AF750,Cy3,DAPI.nd2	1	A3	2156	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2156__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2156	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2157__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2157	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2157__Channel_AF750,Cy3,DAPI.nd2	1	A3	2157	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2157__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2157	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2158__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2158	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2158__Channel_AF750,Cy3,DAPI.nd2	1	A3	2158	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2158__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2158	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2159__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2159	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2159__Channel_AF750,Cy3,DAPI.nd2	1	A3	2159	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2159__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2159	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2160__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2160	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2160__Channel_AF750,Cy3,DAPI.nd2	1	A3	2160	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2160__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2160	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2161__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2161	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2161__Channel_AF750,Cy3,DAPI.nd2	1	A3	2161	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2161__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2161	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2162__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2162	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2162__Channel_AF750,Cy3,DAPI.nd2	1	A3	2162	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2162__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2162	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2163__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2163	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2163__Channel_AF750,Cy3,DAPI.nd2	1	A3	2163	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2163__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2163	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2164__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2164	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2164__Channel_AF750,Cy3,DAPI.nd2	1	A3	2164	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2164__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2164	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2165__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2165	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2165__Channel_AF750,Cy3,DAPI.nd2	1	A3	2165	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2165__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2165	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2166__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2166	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2166__Channel_AF750,Cy3,DAPI.nd2	1	A3	2166	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2166__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2166	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2167__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2167	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2167__Channel_AF750,Cy3,DAPI.nd2	1	A3	2167	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2167__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2167	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2168__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2168	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2168__Channel_AF750,Cy3,DAPI.nd2	1	A3	2168	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2168__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2168	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2169__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2169	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2169__Channel_AF750,Cy3,DAPI.nd2	1	A3	2169	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2169__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2169	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2170__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2170	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2170__Channel_AF750,Cy3,DAPI.nd2	1	A3	2170	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2170__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2170	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2171__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2171	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2171__Channel_AF750,Cy3,DAPI.nd2	1	A3	2171	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2171__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2171	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2172__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2172	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2172__Channel_AF750,Cy3,DAPI.nd2	1	A3	2172	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2172__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2172	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2173__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2173	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2173__Channel_AF750,Cy3,DAPI.nd2	1	A3	2173	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2173__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2173	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2174__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2174	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2174__Channel_AF750,Cy3,DAPI.nd2	1	A3	2174	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2174__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2174	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2175__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2175	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2175__Channel_AF750,Cy3,DAPI.nd2	1	A3	2175	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2175__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2175	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2176__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2176	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2176__Channel_AF750,Cy3,DAPI.nd2	1	A3	2176	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2176__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2176	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2177__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2177	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2177__Channel_AF750,Cy3,DAPI.nd2	1	A3	2177	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2177__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2177	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2178__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2178	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2178__Channel_AF750,Cy3,DAPI.nd2	1	A3	2178	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2178__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2178	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2179__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2179	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2179__Channel_AF750,Cy3,DAPI.nd2	1	A3	2179	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2179__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2179	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2180__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2180	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2180__Channel_AF750,Cy3,DAPI.nd2	1	A3	2180	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2180__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2180	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2181__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2181	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2181__Channel_AF750,Cy3,DAPI.nd2	1	A3	2181	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2181__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2181	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2182__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2182	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2182__Channel_AF750,Cy3,DAPI.nd2	1	A3	2182	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2182__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2182	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2183__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2183	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2183__Channel_AF750,Cy3,DAPI.nd2	1	A3	2183	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2183__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2183	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2184__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2184	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2184__Channel_AF750,Cy3,DAPI.nd2	1	A3	2184	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2184__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2184	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2185__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2185	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2185__Channel_AF750,Cy3,DAPI.nd2	1	A3	2185	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2185__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2185	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2186__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2186	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2186__Channel_AF750,Cy3,DAPI.nd2	1	A3	2186	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2186__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2186	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2187__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2187	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2187__Channel_AF750,Cy3,DAPI.nd2	1	A3	2187	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2187__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2187	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2188__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2188	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2188__Channel_AF750,Cy3,DAPI.nd2	1	A3	2188	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2188__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2188	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2189__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2189	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2189__Channel_AF750,Cy3,DAPI.nd2	1	A3	2189	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2189__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2189	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2190__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2190	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2190__Channel_AF750,Cy3,DAPI.nd2	1	A3	2190	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2190__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2190	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2191__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2191	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2191__Channel_AF750,Cy3,DAPI.nd2	1	A3	2191	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2191__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2191	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2192__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2192	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2192__Channel_AF750,Cy3,DAPI.nd2	1	A3	2192	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2192__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2192	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2193__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2193	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2193__Channel_AF750,Cy3,DAPI.nd2	1	A3	2193	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2193__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2193	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2194__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2194	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2194__Channel_AF750,Cy3,DAPI.nd2	1	A3	2194	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2194__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2194	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2195__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2195	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2195__Channel_AF750,Cy3,DAPI.nd2	1	A3	2195	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2195__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2195	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2196__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2196	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2196__Channel_AF750,Cy3,DAPI.nd2	1	A3	2196	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2196__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2196	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2197__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2197	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2197__Channel_AF750,Cy3,DAPI.nd2	1	A3	2197	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2197__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2197	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2198__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2198	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2198__Channel_AF750,Cy3,DAPI.nd2	1	A3	2198	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2198__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2198	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2199__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2199	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2199__Channel_AF750,Cy3,DAPI.nd2	1	A3	2199	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2199__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2199	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2200__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2200	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2200__Channel_AF750,Cy3,DAPI.nd2	1	A3	2200	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2200__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2200	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2201__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2201	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2201__Channel_AF750,Cy3,DAPI.nd2	1	A3	2201	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2201__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2201	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2202__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2202	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2202__Channel_AF750,Cy3,DAPI.nd2	1	A3	2202	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2202__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2202	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2203__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2203	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2203__Channel_AF750,Cy3,DAPI.nd2	1	A3	2203	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2203__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2203	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2204__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2204	1
