sample_fp	plate	well	tile	round
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4895__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4895	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4896__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4896	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4896__Channel_AF750,Cy3,DAPI.nd2	1	A3	4896	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4896__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4896	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4897__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4897	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4897__Channel_AF750,Cy3,DAPI.nd2	1	A3	4897	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4897__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4897	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4898__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4898	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4898__Channel_AF750,Cy3,DAPI.nd2	1	A3	4898	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4898__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4898	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4899__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4899	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4899__Channel_AF750,Cy3,DAPI.nd2	1	A3	4899	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4899__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4899	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4900__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4900	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4900__Channel_AF750,Cy3,DAPI.nd2	1	A3	4900	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4900__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4900	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4901__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4901	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4901__Channel_AF750,Cy3,DAPI.nd2	1	A3	4901	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4901__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4901	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4902__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4902	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4902__Channel_AF750,Cy3,DAPI.nd2	1	A3	4902	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4902__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4902	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4903__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4903	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4903__Channel_AF750,Cy3,DAPI.nd2	1	A3	4903	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4903__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4903	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4904__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4904	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4904__Channel_AF750,Cy3,DAPI.nd2	1	A3	4904	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4904__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4904	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4905__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4905	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4905__Channel_AF750,Cy3,DAPI.nd2	1	A3	4905	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4905__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4905	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4906__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4906	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4906__Channel_AF750,Cy3,DAPI.nd2	1	A3	4906	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4906__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4906	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4907__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4907	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4907__Channel_AF750,Cy3,DAPI.nd2	1	A3	4907	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4907__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4907	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4908__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4908	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4908__Channel_AF750,Cy3,DAPI.nd2	1	A3	4908	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4908__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4908	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4909__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4909	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4909__Channel_AF750,Cy3,DAPI.nd2	1	A3	4909	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4909__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4909	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4910__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4910	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4910__Channel_AF750,Cy3,DAPI.nd2	1	A3	4910	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4910__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4910	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4911__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4911	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4911__Channel_AF750,Cy3,DAPI.nd2	1	A3	4911	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4911__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4911	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4912__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4912	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4912__Channel_AF750,Cy3,DAPI.nd2	1	A3	4912	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4912__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4912	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4913__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4913	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4913__Channel_AF750,Cy3,DAPI.nd2	1	A3	4913	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4913__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4913	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4914__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4914	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4914__Channel_AF750,Cy3,DAPI.nd2	1	A3	4914	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4914__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4914	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4915__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4915	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4915__Channel_AF750,Cy3,DAPI.nd2	1	A3	4915	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4915__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4915	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4916__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4916	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4916__Channel_AF750,Cy3,DAPI.nd2	1	A3	4916	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4916__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4916	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4917__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4917	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4917__Channel_AF750,Cy3,DAPI.nd2	1	A3	4917	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4917__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4917	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4918__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4918	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4918__Channel_AF750,Cy3,DAPI.nd2	1	A3	4918	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4918__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4918	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4919__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4919	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4919__Channel_AF750,Cy3,DAPI.nd2	1	A3	4919	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4919__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4919	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4920__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4920	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4920__Channel_AF750,Cy3,DAPI.nd2	1	A3	4920	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4920__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4920	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4921__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4921	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4921__Channel_AF750,Cy3,DAPI.nd2	1	A3	4921	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4921__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4921	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4922__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4922	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4922__Channel_AF750,Cy3,DAPI.nd2	1	A3	4922	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4922__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4922	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4923__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4923	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4923__Channel_AF750,Cy3,DAPI.nd2	1	A3	4923	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4923__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4923	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4924__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4924	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4924__Channel_AF750,Cy3,DAPI.nd2	1	A3	4924	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4924__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4924	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4925__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4925	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4925__Channel_AF750,Cy3,DAPI.nd2	1	A3	4925	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4925__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4925	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4926__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4926	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4926__Channel_AF750,Cy3,DAPI.nd2	1	A3	4926	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4926__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4926	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4927__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4927	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4927__Channel_AF750,Cy3,DAPI.nd2	1	A3	4927	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4927__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4927	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4928__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4928	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4928__Channel_AF750,Cy3,DAPI.nd2	1	A3	4928	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4928__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4928	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4929__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4929	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4929__Channel_AF750,Cy3,DAPI.nd2	1	A3	4929	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4929__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4929	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4930__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4930	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4930__Channel_AF750,Cy3,DAPI.nd2	1	A3	4930	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4930__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4930	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4931__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4931	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4931__Channel_AF750,Cy3,DAPI.nd2	1	A3	4931	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4931__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4931	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4932__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4932	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4932__Channel_AF750,Cy3,DAPI.nd2	1	A3	4932	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4932__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4932	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4933__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4933	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4933__Channel_AF750,Cy3,DAPI.nd2	1	A3	4933	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4933__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4933	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4934__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4934	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4934__Channel_AF750,Cy3,DAPI.nd2	1	A3	4934	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4934__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4934	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4935__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4935	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4935__Channel_AF750,Cy3,DAPI.nd2	1	A3	4935	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4935__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4935	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4936__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4936	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4936__Channel_AF750,Cy3,DAPI.nd2	1	A3	4936	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4936__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4936	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4937__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4937	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4937__Channel_AF750,Cy3,DAPI.nd2	1	A3	4937	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4937__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4937	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4938__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4938	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4938__Channel_AF750,Cy3,DAPI.nd2	1	A3	4938	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4938__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4938	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4939__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4939	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4939__Channel_AF750,Cy3,DAPI.nd2	1	A3	4939	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4939__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4939	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4940__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4940	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4940__Channel_AF750,Cy3,DAPI.nd2	1	A3	4940	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4940__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4940	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4941__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4941	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4941__Channel_AF750,Cy3,DAPI.nd2	1	A3	4941	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4941__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4941	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4942__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4942	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4942__Channel_AF750,Cy3,DAPI.nd2	1	A3	4942	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4942__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4942	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4943__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4943	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4943__Channel_AF750,Cy3,DAPI.nd2	1	A3	4943	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4943__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4943	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4944__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4944	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4944__Channel_AF750,Cy3,DAPI.nd2	1	A3	4944	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4944__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4944	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4945__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4945	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4945__Channel_AF750,Cy3,DAPI.nd2	1	A3	4945	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4945__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4945	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4946__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4946	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4946__Channel_AF750,Cy3,DAPI.nd2	1	A3	4946	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4946__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4946	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4947__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4947	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4947__Channel_AF750,Cy3,DAPI.nd2	1	A3	4947	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4947__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4947	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4948__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4948	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4948__Channel_AF750,Cy3,DAPI.nd2	1	A3	4948	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4948__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4948	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4949__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4949	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4949__Channel_AF750,Cy3,DAPI.nd2	1	A3	4949	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4949__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4949	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4950__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4950	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4950__Channel_AF750,Cy3,DAPI.nd2	1	A3	4950	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4950__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4950	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4951__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4951	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4951__Channel_AF750,Cy3,DAPI.nd2	1	A3	4951	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-4951__Channel_Cy5,Cy3,DAPI.nd2	1	A3	4951	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-4952__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	4952	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-4952__Channel_AF750,Cy3,DAPI.nd2	1	A3	4952	2
